album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness,difference_duration,difference_overall,key_variable
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Sleeping Monkey,Phish,6q5bwBUx1i2lehnKwkwFUW1vqYcWctt31tWaq2XwzUy1,0.13,1.129,0.0034,-0.026,-0.0018,-0.065,-0.221,-52094,0.44720000000000004,difference_energy
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Sweet Adeline,Phish,0VgNTkEunEY9yvnjDckohi0xQmg89pwQR9Yr8rv5auxg,-0.163,-4.69,-0.04,0.002,0.0,-0.17,-0.07,-64026,0.445,difference_dance
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm6oMqT3kkySxhfI2CTBSrQp,0.037,-3.469,-0.031,0.047,0.0042,0.047,-0.2783,-3294,0.44449999999999995,difference_dance
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",I Am Hydrogen,Phish,4CnD3Fdnff4nZPpLbzslN16AXGgFdvSDjSaPkFwYydeF,-0.001,36.629,-0.0002,-0.006,0.203,0.226,-0.006,-82307,0.44220000000000004,difference_valence
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",The Curtain,Phish,6COrGKjcirusM9m6CJcAaK1wuW4bOhwEwmU9lQNdH2LN,-0.06,-96.657,-0.0058,-0.019,0.285,-0.07,-0.001,71560,0.44079999999999997,difference_instrumentalness
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Cavern,Phish,2NFEdsZTsTWZiXwE3zJtOe2ocT7fiZgR18XMNY0T77O0,0.052,8.761,0.038,-0.173,0.0,-0.168,0.0097,-4186,0.4407,difference_energy
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",A Day In The Life,Phish,7AIdBDNB9bkZZyeqFntox40RFVgwqpwgxf3gaXy1siQq,-0.115,84.401,-0.0591,0.075,0.0023,0.095,0.094,-83974,0.44040000000000007,difference_valence
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",The Lizards,Phish,3rOPtat67lZu6Kty6uPfIC51UGxJ9cdRY84spUg9aiEM,-0.195,1.051,-0.0114,0.065,-0.0131,0.018,0.137,-39520,0.4395,difference_acousticness
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Guelah Papyrus,Phish,5qAJcIgrDZa3uzbbbOy6Dg2XLupVrTbKOzuzZZaiM8rC,0.221,-3.47,0.0083,-0.087,0.0051,-0.109,-0.0088,34186,0.4391999999999999,difference_energy
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Manteca,Phish,1OI7NB4oMPq0Hr5NzzS9DC5Jz9QrtN9lDJ7twquGPOF2,0.015,-6.157,-0.0062,-0.103,-0.096,-0.201,0.014,161440,0.43520000000000003,difference_energy
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Manteca,Phish,1dj7m0uvmk9VneUWGmhy5I5Jz9QrtN9lDJ7twquGPOF2,0.015,-6.157,-0.0062,-0.103,-0.096,-0.201,0.014,161440,0.43520000000000003,difference_energy
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",Slave to the Traffic Light,Phish,29uZ6iFpfj4ef1ufbjpyG44cw4xmAPxxmBlK0rUKvbtL,-0.085,8.412,0.0062,0.046,0.055,0.125,0.117,-372240,0.4342,difference_valence
LivePhish 8/13/93,Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL350PTO0IyRBiAmCCDeHMJr6,0.091,-9.389,-0.0068,-0.063,5.43e-06,-0.1912,0.081,19014,0.43300543,difference_energy
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Harry Hood,Phish,2CQfeQPZE4ReXlUbl0SqZf533GsdGLCusHOO8COnShWH,0.038,1.685,0.0036,-0.002,0.095,0.254,-0.04,117120,0.43259999999999993,difference_valence
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia4gN0sI7YsU4A1dpob6udcY,-0.137,-101.317,-0.0112,0.133,-0.015,0.009,0.127,1400053,0.43220000000000003,difference_dance
LivePhish 12/01/95,Suzy Greenberg,Phish,5XOpGwiJzVMSVLiOIvmO9R7M2YayZ6nySCbv3bUwHrI3,-0.008,2.265,-0.0001,0.071,0.0049,-0.044,0.3041,40920,0.4321,difference_acousticness
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,1nMMInIyjQ120hHWfeXDOu34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008,-19107,0.43189999999999995,difference_valence
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Big Ball Jam,Phish,2F4cYWa1bfmtVRZ2xx8DnL34fDz8GAiGKvKTyQxekczJ,0.026,4.677,0.0019,-0.091,-0.175,0.13,-0.008,-19107,0.43189999999999995,difference_valence
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Suzy Greenberg,Phish,5XOpGwiJzVMSVLiOIvmO9R32yWWUxTpCyLrtO9oDIDcJ,-0.113,0.812,0.0261,0.122,0.0495,0.056,0.0651,31867,0.4317,difference_dance
A Live One,Slave to the Traffic Light,Phish,29uZ6iFpfj4ef1ufbjpyG46vfDmsby4yXGZgWm7grrYu,0.16,8.594,0.0144,-0.005,0.029,0.038,-0.185,-105906,0.4314,difference_energy
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB6Rb41ZIdArQtHtp1IMdgn3,-0.102,-15.168,0.005,0.098,-0.11,-0.003,0.112,84893,0.43000000000000005,difference_acousticness
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",I Am Hydrogen,Phish,4CnD3Fdnff4nZPpLbzslN14c8x0XLteFK3Ya0RxGGVJF,0.128,0.36,-0.0055,-0.067,0.167,-0.037,-0.024,137547,0.42850000000000005,difference_instrumentalness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Amazing Grace,Phish,5fMmODpsFk4r6qKluqoFL32JiOcim43C1TyVEQ8fxA1y,-0.004,3.277,-0.0165,0.053,0.0,-0.112,-0.243,-52653,0.4285,difference_dance
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO2v3GrSJVlRO3IB9LZ4K6HD,0.019,0.187,-0.0017,-0.079,0.117,-0.131,0.079,-177587,0.4267,difference_instrumentalness
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",The Squirming Coil,Phish,3wGNOxXUzeqC00i6E8GwwL1fkhcz2p09Q39sZn9BxxAr,0.062,-81.346,-0.0183,0.013,0.0631,-0.2516,0.016,88507,0.424,difference_instrumentalness
LivePhish 05/08/93,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB3IKauJ0BPNhi71WbkXCtYz,0.016,-6.845,0.0137,0.095,-0.064,-0.007,-0.228,-351880,0.42369999999999997,difference_dance
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",The Curtain,Phish,6COrGKjcirusM9m6CJcAaK1I44pbhRuwSRWn0ELUjkdu,-0.215,-100.798,-0.0198,0.08,-0.036,-0.001,-0.07,30987,0.4218,difference_dance
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Black-Eyed Katy,Phish,5JHJKMEEr16zwna0GIQRCP3Ej8mzU1H80ncdKz58tw4w,-0.096,-6.814,0.0183,0.272,-0.028,-0.002,-0.005,-88600,0.4213,difference_dance
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Possum,Phish,4Yux3lqY6Ks2XJiWGA5zul7kiodV8L1PkayN4dXkex4d,0.011,-10.918,-0.009,0.024,0.015,0.33,0.032,-194400,0.42100000000000004,difference_valence
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",Scent Of A Mule,Phish,3Ctd6domuMnojG1qYfNzqS5n7JUYRo3W95sAAHJ1FCff,-0.053,6.645,0.0473,0.06,0.0087,0.031,0.221,92680,0.421,difference_acousticness
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",Wilson,Phish,41TS2K2un0IA1wAjrFeCFV1V5Drd25iosTyZrfKV2cuH,-0.011,5.638,-0.014,0.111,0.0133,-0.116,0.155,-13701,0.4203,difference_acousticness
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Cavern,Phish,2NFEdsZTsTWZiXwE3zJtOe5WGH4sWinxNJK9wRVbePhK,0.007,14.56,0.03,-0.079,0.0119,-0.012,0.2773,20867,0.4172,difference_acousticness
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL6Rb41ZIdArQtHtp1IMdgn3,0.023,-2.74,0.0137,-0.133,0.056,-0.063,0.126,538280,0.4147,difference_acousticness
Live in Brooklyn,Nothing,Phish,3xhgBcdahUudl2ZpEleuO77KMx1k661KcioG7rXXwGON,-0.241,7.466,-0.0265,0.109,-0.0002,0.03,-0.003,87826,0.40969999999999995,difference_dance
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Purple Rain,Phish,3DvxgJPoZLa0eT5kEQLC9H4BO9YaefN3fsm5KwgTuayY,-0.02,5.76,-0.0017,0.041,0.0027,0.023,-0.32,69440,0.4084,difference_dance
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Run Like An Antelope,Phish,4izvset7LvP5RSGfK3VSuq0fM2oc398NvPAPZhhGUiqX,-0.025,-18.744,-0.0112,0.016,-0.088,0.17,-0.094,128880,0.4042,difference_valence
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",If I Could,Phish,2TuOkb5mdkO2IBTG7Ch4ns63YxnunzJ52Vzfx2IreysJ,0.017,-1.017,-0.0041,0.039,0.1297,-0.044,0.17,89600,0.4038,difference_acousticness
"LivePhish, Vol. 3 9/14/00 (Darien Lake Peforming Arts Center, Darien Center, NY)",The Oh Kee Pah Ceremony,Phish,3Xsfz1aVUf45tvHQ4bFAdb44DJ4afR0RNlWRCZbPza50,0.042,-1.571,-0.0017,0.065,-0.183,-0.062,0.05,1493,0.4037,difference_dance
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Ocelot,Phish,7HtvGmcLTcztEplKSxCLyo5d9xMGzxHGqp177hrZsp6s,0.245,1.544,0.0014,-0.132,0.0119,0.006,-0.0073,347706,0.4036,difference_energy
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Rift,Phish,20meXI93BMqHzaTg4Tlmuw1GBpG4BK8XRX5wZaBBfIli,0.101,11.633,0.0183,-0.041,-0.0042,-0.154,0.085,-9000,0.40349999999999997,difference_energy
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Old Home Place,Phish,6g9lEcVFfBFKOmLeJijLF15Wn8FZymMHr3lTC5xdj94B,-0.029,4.455,-0.0507,0.094,-0.001,0.199,-0.029,5894,0.40270000000000006,difference_valence
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Simple,Phish,7hfz0l7Xptbwnsl9yaUj2g4S8aGWjnbKB6aecIRFbmc4,0.073,0.239,0.0015,0.135,0.013,0.171,-0.009,-321560,0.4025,difference_valence
LivePhish 07/06/98,Train Song,Phish,2igMGsVrFIxb53YnAJEPYn7tVXNbnWhaAyc6gnz7HGMD,-0.045,-4.341,-0.0037,-0.101,0.0017,-0.232,-0.018,58480,0.4014,difference_instrumentalness
LivePhish 07/06/98,Meat,Phish,2EDy9UxnD8Rz8KzeW4KzR53s73O4CqMTft1P4Pwu6NQh,-0.043,-2.712,-0.0256,-0.092,-0.0026,-0.023,0.215,97266,0.4012,difference_acousticness
"LivePhish, Vol. 1 12/14/95 (Broome County Arena, Binghamton, NY)",Tweezer - Reprise,Phish,5EPfDGkdwRx801NTxrnpia5ODn8z5Dh2Jk9iGWM270VP,0.025,-94.986,-0.0111,0.108,0.159,0.01,0.088,397067,0.4011,difference_instrumentalness
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Chalk Dust Torture,Phish,2dST8PfFNa78gtbLXWbKBS2mqigq3ILblgCFCXF5lL1d,0.045,-0.112,-0.0026,0.034,-0.196,0.018,-0.105,-54294,0.40059999999999996,difference_energy
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",When The Circus Comes,Phish,4ZswKLsMmXkdMwxmnZdcR66Y55SVshxHY2Skgq00qefg,0.129,-9.849,-0.0022,-0.012,-0.0113,0.124,-0.119,7867,0.39749999999999996,difference_energy
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp32udx6Fk0TZt2N8jvXdCtGg,0.062,19.065,0.0526,0.051,-0.0059,0.148,0.077,-254373,0.3965,difference_valence
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp3512p9adn2MCsPJlHSkkepM,0.234,1.727,-0.0324,0.021,0.0029,0.018,-0.088,-377880,0.3963000000000001,difference_energy
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO5oko0wDvEu6A2vL6ei18nb,-0.022,8.026,0.0017,-0.071,-0.152,0.055,0.092,58440,0.3937,difference_acousticness
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA","My Friend, My Friend",Phish,4li0OBUU5YGNgtdb91qZ7U4pDGFMVDhq1UmZQk9aMpSV,0.216,0.665,-0.0075,-0.081,0.008,-0.013,-0.0666,11146,0.39210000000000006,difference_energy
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Wolfman's Brother,Phish,68SyEKycbWPEDLlfGHdZf1069eXcq5N1gSnQRsGG71Ic,-0.022,6.247,0.0043,-0.027,0.1019,-0.005,-0.2313,-58134,0.3915,difference_instrumentalness
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu2rBSh8Yus4rrYzzu9yl40u,0.037,3.689,0.006,0.041,-0.036,-0.153,-0.118,21760,0.39099999999999996,difference_dance
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ4Of7OZ4ZSLZR0nGprYDSFF,-0.032,-13.442,0.0005,-0.168,0.0195,-0.023,-0.147,63534,0.39,difference_instrumentalness
A Live One,Bouncing Around The Room,Phish,0NmSZ7gJai0W1p1khhHc60639B1pi6YZJvLMA1DAzYTo,0.037,-1.686,0.0312,0.017,0.1948,-0.074,0.036,14294,0.38999999999999996,difference_instrumentalness
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",Good Times Bad Times,Phish,3bcgaAtQ13dIBYUI4RcGry5Fss2NQNRCDYdls6IbogWR,0.056,-2.181,0.0135,-0.039,0.0477,-0.203,0.03,13240,0.38920000000000005,difference_energy
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Sleep,Phish,5jOlIxWQRb5f1YqxV2zEE25R9y9UjnGEbJirrFNd9HXq,-0.086,-6.357,0.0189,-0.17,-0.0082,0.087,0.019,68000,0.3891,difference_valence
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Guyute,Phish,02bBNYV33OSuqxO6JTpMHD6hc0vthjMbqEbNBX2lFIrv,0.033,7.595,0.0028,-0.05,-0.063,-0.092,0.148,123560,0.3888,difference_acousticness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Loving Cup,Phish,2KBwelELj648tNPvhIyEGp2ouTjCq1BX9EC0r48Zt8dr,-0.047,-3.918,-0.0155,0.089,0.0053,-0.065,0.166,24520,0.38780000000000003,difference_acousticness
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Harpua,Phish,6TTi8Vr477mIqtLIw1wyp35vRJksGVqaLr6l41hzOWP2,0.172,-1.41,-0.0118,-0.053,-0.0055,-0.109,-0.035,144027,0.38630000000000003,difference_energy
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",The Sloth,Phish,1qE4qlWCnAQngolQFRujV310tRXskgcPmLrdPFBanOEg,0.031,-0.112,-0.0049,0.074,-0.0219,-0.155,-0.0985,-2214,0.38530000000000003,difference_dance
LivePhish 04/03/98,Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq7CjuboegqQx6KPmaF1eXZm,0.033,67.314,0.0132,-0.051,-0.145,-0.086,-0.055,925786,0.3832,difference_energy
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Vultures,Phish,3onRM66rf30wz79QKTGOtq4vNEJ7F8vHB9SlqCMM18Mz,-0.03,32.325,-0.0127,-0.074,0.153,-0.042,0.07,4933,0.3817,difference_instrumentalness
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Purple Rain,Phish,3DvxgJPoZLa0eT5kEQLC9H2Q0qB5JbOwNPBZNJh8tMWf,0.082,-0.839,0.0039,-0.016,-0.0058,0.108,-0.165,46907,0.38070000000000004,difference_valence
LivePhish 04/04/98,2001,Phish,7vqbxrRtbISjHHRfTuabGY5wGM0Knt4z3z6uLcFzGC4B,-0.02,8.847,-0.0403,0.142,0.037,-0.067,0.074,710147,0.38029999999999997,difference_dance
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Sample in a Jar,Phish,6MCUdqOifrEomDtrgZlJ8O2Lt2IDovsSGvLRsO1H0SHt,0.125,85.547,-0.001,-0.15,0.0031,0.032,0.0684,41000,0.37949999999999995,difference_energy
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Ocelot,Phish,7HtvGmcLTcztEplKSxCLyo6MuMrIBPsrOzlXagcRoAG5,0.216,-0.816,0.0028,-0.128,0.0009,-0.012,-0.0157,327426,0.3754,difference_energy
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Wilson,Phish,41TS2K2un0IA1wAjrFeCFV1he9BUco1onupRxU0oBpYy,-0.013,5.899,0.022,0.036,0.0003,0.138,-0.1655,-26674,0.37479999999999997,difference_valence
LivePhish 05/08/93,I Am Hydrogen,Phish,4CnD3Fdnff4nZPpLbzslN10iY9VBDAB2q4yRfyaNDQF8,0.028,28.592,0.0005,-0.007,0.237,0.096,0.006,-108573,0.3745,difference_instrumentalness
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO7fObn4HFr6ZwFFiGsEJrHY,-0.02,-50.996,0.0108,-0.126,0.034,-0.106,-0.076,537173,0.3728,difference_instrumentalness
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Axilla (Pt. II),Phish,445g6f5mZg2x6kFFSETuyh5jstmMB8wk90QBLhJAqQRC,0.165,4.214,0.0244,-0.033,-0.0279,0.11,-0.0123,-60840,0.37259999999999993,difference_energy
Hampton Comes Alive,Wilson,Phish,5pe0P7lGV3Pp2c9BOlKksj2xIdAOnnRZFMm29vjhD8ke,0.0,-4.629,0.0111,-0.008,-0.0453,0.177,0.131,112320,0.3724,difference_valence
LivePhish 11/14/95,Strange Design,Phish,5lLXzcItqDQ490e6gFlV8F14iP3EGiJ05elaIJ7SFobW,-0.053,-65.691,-0.0026,-0.04,0.0001,-0.046,0.229,-14587,0.3707,difference_acousticness
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Strange Design,Phish,5lLXzcItqDQ490e6gFlV8F5mNwMuHlxRbLwsua9CgWOo,-0.069,-65.86,0.0114,-0.033,-7.08e-06,0.089,0.166,27320,0.36840708,difference_acousticness
Hampton Comes Alive,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB4gL84gKYdLT1Fna27QYZ83,0.114,8.285,0.0179,0.013,-0.139,0.034,0.05,-117734,0.36790000000000006,difference_energy
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Beauty of My Dreams,Phish,6gayNRDeVKqRlHvAsuG44S1QmKorziHSFEXDVbGIIUHe,0.049,-5.523,-0.0175,0.014,-0.0986,-0.066,-0.122,-6854,0.3671,difference_energy
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Light,Phish,6NICO0xzjR2vw8p5IG96Wv38GicupIzqMdqcp7upWwqG,0.164,2.848,-0.0063,0.014,0.0066,-0.107,-0.0654,454733,0.3633,difference_energy
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Silent in the Morning,Phish,7I6UhGnIdrk9Ht6ledyp0l5MlQFPGheSPwKC2mgTxLWx,-0.119,7.794,-0.0095,0.014,0.0029,-0.158,0.057,-37027,0.3604,difference_acousticness
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",Split Open and Melt,Phish,3odJ78GXKL8cHucOd0btsR5iPLY6vORQG69RwYHkDOWC,0.192,-0.175,-0.0013,-0.078,0.031,0.011,0.047,150294,0.3603,difference_energy
LivePhish 07/06/98,Loving Cup,Phish,2KBwelELj648tNPvhIyEGp70mKV7XZilOyhNifLKtLtF,-0.037,-81.24,0.006,-0.019,0.0164,0.015,0.264,230800,0.35740000000000005,difference_acousticness
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",Scent of a Mule,Phish,4YNh0ccitCOE0kwp7cKvPY1XrhWjROIBofAaUeccmLal,0.001,2.356,0.0141,-0.062,0.0132,-0.264,-0.003,176307,0.3573,difference_speechiness
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Frankenstein,Phish,4VWT4NBBYz1cVt84jyaBmm5VCNUvYryK6pQfeq9poLoK,0.066,30.851,-0.0076,0.019,0.074,0.084,-0.106,420866,0.35660000000000003,difference_valence
"LivePhish, Vol. 14 10/31/95 (Rosemont Horizon, Rosemont, IL)",Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm1V5Drd25iosTyZrfKV2cuH,0.075,-1.244,-0.035,0.089,0.0132,-0.101,0.04,-3227,0.35319999999999996,difference_dance
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Low Rider,Phish,4ZyZAD7DN123px9rtyy8OJ784Ye5wGU6nBa0yGsMLIIu,-0.068,-10.235,-0.0035,0.07,0.045,-0.079,-0.083,-249893,0.34850000000000003,difference_dance
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Character Zero,Phish,0u7bpomleML1Vln9bRZVST3S35ODdMTZd01YGCtGF0j7,0.193,-82.725,-0.0118,0.015,-3.5e-06,-0.014,-0.1126,224866,0.34640350000000003,difference_energy
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Fast Enough For You,Phish,2fjkHcdf2ZJNrmHSe4LCtH5gHEd60IymWEuoRYrkxJEQ,0.124,-1.329,0.0004,0.076,-0.033,0.068,-0.045,103600,0.34640000000000004,difference_energy
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Julius,Phish,1sWDu9CrvMIxCtL8FcqxE432KCIOEGUVJq7VsSwCGk1A,0.044,-9.68,-0.0133,-0.073,-0.0001,0.029,-0.187,158267,0.3464,difference_energy
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Punch You in the Eye,Phish,2eONaQ4OgKYhFgBTXv2fig5z8GY6I6NMgmw5ELE668BU,-0.008,4.102,-0.0074,-0.044,-0.112,-0.004,-0.169,-6466,0.3444,difference_valence
"LivePhish, Vol. 13 10/31/94 (Glens Falls Civic Center, Glens Falls, NY)",Slave to the Traffic Light,Phish,29uZ6iFpfj4ef1ufbjpyG43HigfPnM2UgkJnaKTbdjmY,0.082,7.352,0.003,0.019,0.035,0.039,-0.165,-102973,0.343,difference_energy
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",46 Days,Phish,7mEpDcfUnwVFzwamDGbGak6W7iD9YoMt0gJyozm00zM0,0.006,13.268,-0.0235,-0.036,0.0138,-0.249,-0.0139,91786,0.34219999999999995,difference_instrumentalness
"LivePhish, Vol. 2 7/16/94 (Sugarbush Summerstage, North Fayston, VT)",Maze,Phish,7xdEnSjE9JMXyACGFHG6UD4DRM5X3JxJNGCMZXNrUYlV,0.14,-82.071,-0.0509,-0.017,0.009,-0.124,0.001,145000,0.34190000000000004,difference_energy
Hampton Comes Alive,Wilson,Phish,6nnNtd2jWP9GemBULz9Ufm2xIdAOnnRZFMm29vjhD8ke,0.034,-6.998,-0.04,0.051,0.024,0.102,0.086,138546,0.33699999999999997,difference_valence
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Julius,Phish,1sWDu9CrvMIxCtL8FcqxE40c5zLASnvI7Ls31hIIlmJ3,0.04,-95.822,-0.0088,0.034,0.0424,-0.033,-0.1737,227813,0.3319,difference_instrumentalness
"LivePhish, Vol. 9 8/26/89 (Townshend Famlly Park, Townshend, VT)",Contact,Phish,5h5Q0jl2I0BIVse00uIyBD0cdO8nKTlGh2WuW2UWGnkA,0.054,0.385,0.0036,-0.023,0.0,-0.166,-0.084,-29387,0.33060000000000006,difference_energy
LivePhish 12/07/97,Swept Away,Phish,29vfi3zcJ2Enp3ermAu6zv7jxxzUVzBXpHhoS5BTMz8y,0.035,8.485,0.0003,-0.031,0.0261,-0.138,0.1,-11573,0.3304,difference_acousticness
Live at Madison Square Garden New Year's Eve 1995,The Sloth,Phish,1qE4qlWCnAQngolQFRujV33JfF0gYnU3YmyhkGA8rP5A,-0.083,1.909,-0.0162,0.108,-0.0384,0.007,0.076,-39000,0.3286,difference_dance
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Wilson,Phish,41TS2K2un0IA1wAjrFeCFV6oMqT3kkySxhfI2CTBSrQp,-0.049,3.413,-0.01,0.069,0.0042,0.032,-0.1633,-13768,0.3275,difference_dance
Live at Madison Square Garden New Year's Eve 1995,Mike's Song,Phish,2CUFj1kIMg9hVFSQwmNbXt0vg82Pl4l583k14G7NTHqf,-0.011,3.936,0.0059,-0.037,0.023,-0.071,-0.179,206974,0.32689999999999997,difference_instrumentalness
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Run Like An Antelope,Phish,4izvset7LvP5RSGfK3VSuq5Qz6UhH4gYYRpkQOBDMmN5,-0.002,-5.355,-0.0156,0.018,0.012,0.167,-0.111,9880,0.32560000000000006,difference_valence
"LivePhish, Vol. 10 6/22/94 (Veterans Memorial Auditorium, Columbus, OH)",2001,Phish,7vqbxrRtbISjHHRfTuabGY7df4qv5s71p37mSrL1HV7z,0.025,-1.869,-0.0156,0.086,0.041,-0.107,0.048,-5040,0.3226,difference_dance
