album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu4Wcf2AdAcCLkwVFdiL2Rpd,0.052,6.476,0.0126,0.001,-0.714,-0.14,-0.6678
"Live Phish: 7/3/10 Verizon Wireless At Encore Park, Alpharetta, GA",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu782hcMvoonYXeXTJRV6iXA,0.06,1.834,0.0368,0.041,-0.8081,-0.215,-0.6673
LivePhish 04/03/98,Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu2JozsL1ayPPjrZsOlQwHuk,0.033,6.422,-0.0009,0.044,-0.712,0.2,-0.074
LivePhish 10/21/95,Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu4mnGjHjYGqgrkmEPVaaKRR,0.07,12.737,0.0509,0.166,-0.353,-0.3462,-0.6133
LivePhish 10/21/95,Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu79xTVyTL85zn2xXYXQ961X,0.043,3.723,0.0619,0.14,-0.7893,-0.254,-0.314
"LivePhish 12/31/91 Worcester Memorial Auditorium, Worcester MA",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu1qQyjNCr18mhnwULtt8G1G,-0.01,6.31,-0.012,0.108,-0.249,-0.245,-0.6584
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu4hYK4R7LGKOz7TyyR8ryty,0.024,2.124,0.0041,-0.081,-0.02,-0.026,-0.554
"LivePhish, Vol. 16 10/31/98 (Thomas & Mack Center, Las Vegas, NV)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu2dr35Ocrnflsum09XReWdC,0.016,5.342,0.0003,-0.049,-0.229,0.013,-0.281
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu2cu24nvVUtzS9yBS4J5STK,-0.051,2.774,-0.0073,0.034,-0.015,0.041,0.053
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu44rqG5q4X5zpKeYE6vWHU1,0.026,3.89,-0.0109,0.084,-0.694,-0.131,-0.357
"LivePhish, Vol. 19 7/12/91 (Colonial Theatre, Keene, NH)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu0P7AFAQf8ZOGmnqQ8lWVfR,0.041,6.277,0.0037,0.185,0.025,-0.063,-0.477
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu2rBSh8Yus4rrYzzu9yl40u,0.037,3.689,0.006,0.041,-0.036,-0.153,-0.118
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu02F3FbIPBRlIwK5lgkAbmL,-0.091,1.277,-0.0169,0.009,-0.425,-0.008,-0.413
"Phish: 1/2/2016 Madison Square Garden, New York, NY",Tweezer Reprise,Phish,1ariQh0NXcuRT7aJ8ufJdu1mStkCMWfDjS1rrR8fZSXo,0.073,6.016,0.1119,-0.03,-0.733,-0.249,-0.6492
"Live Phish: 8/7/10 Greek Theatre, Berkeley, CA",Twenty Years Later,Phish,49Yd7zXFjp10lSRXRZpyo139oUIdjn1MXrI5mXPZn0aw,0.192,6.469,0.005,-0.126,0.0001,-0.082,-0.0816
LivePhish 04/02/98,Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud47q3S8wB3uE1M12qGQb1Oa,-0.026,-5.191,-0.0198,-0.159,0.8587,-0.502,0.7398
"LivePhish 7/29/03 (Post-Gazette Pavilion At Star Lake, Burgettstown, PA)",Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud1yEM6xw6LaBMRLKEqttcSC,-0.144,-11.019,-0.0232,0.076,0.1117,-0.159,0.5658
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud6MNOPCffwz0joBKwUyCL8V,-0.326,1.37,-0.0228,-0.095,0.6747,-0.575,0.7938
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Twist,Phish,4PguPuYm2nHbkWFPGCv4Ud2wWTKJMsbdBLnsg2WiyoQu,-0.089,-1.722,-0.0226,-0.033,0.7917,-0.163,0.6178
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Two Versions of Me,Phish,62HKzsgCNrGnQSgE8L39jL3BrlK0nY8zwJrvlBjRWByb,-0.18,-86.462,-0.0037,0.211,0.0185,0.197,0.434
"LivePhish, Vol. 20 12/29/94 (Providence Civic Center, Providence, RI)",Uncle Pen,Phish,2to5Q6AUvHgwDY00vpyn3R7raNxY6pJIlrwmv5ogVDR2,-0.13,0.819,0.0028,0.059,0.203,0.021,0.316
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Undermind,Phish,6SQscj5MlJaNfQOr201VGF3EszuLxkBrOsMOhLWFwa8J,0.097,10.676,-0.0393,-0.169,-0.0103,-0.23,-0.7349
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Vultures,Phish,0BYsD1Nu1E55WYg2sLmEMk4vNEJ7F8vHB9SlqCMM18Mz,-0.112,45.249,-0.0284,-0.014,0.238,-0.045,0.504
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Vultures,Phish,3onRM66rf30wz79QKTGOtq4vNEJ7F8vHB9SlqCMM18Mz,-0.03,32.325,-0.0127,-0.074,0.153,-0.042,0.07
Hampton Comes Alive,Wading In The Velvet Sea,Phish,0jvSq31RZYj2rXWvjOJV904q4ZaIe0DQag5YCTvdA0PB,-0.003,27.09,-0.0013,0.128,-0.0008,0.111,0.248
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Wading In The Velvet Sea,Phish,0jvSq31RZYj2rXWvjOJV901cIqJvhcObCVFINGlsroTN,-0.023,20.64,-0.0025,0.168,0.0288,0.101,0.223
Hampton Comes Alive,Wading in the Velvet Sea,Phish,3WmN0R4loh6ft6B2guDyat4q4ZaIe0DQag5YCTvdA0PB,-0.003,-1.742,-0.0037,-0.038,-0.3563,-0.081,0.194
"LivePhish, Vol. 6 11/27/98 (The Centrum, Worcester, MA)",Wading in the Velvet Sea,Phish,3WmN0R4loh6ft6B2guDyat1cIqJvhcObCVFINGlsroTN,-0.023,-8.192,-0.0049,0.002,-0.3267,-0.091,0.169
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Waiting All Night,Phish,2JQ5nkcxB6fipBIX0eAzGU6Nn74LbI9LzxgHci3rDQ6w,0.002,19.976,0.008,-0.17,-0.1382,-0.084,0.212
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Waiting All Night,Phish,3WY0l1klyyhpPw4MDosyRH6Nn74LbI9LzxgHci3rDQ6w,-0.03,19.972,0.0089,-0.169,-0.1442,-0.12,0.225
"Live Phish: 10/30/10, Boardwalk Hall, Atlantic City, NJ",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ4oYwQPyB8Z14x6OoToRyVq,0.127,-1.162,0.0162,-0.207,0.0375,-0.095,-0.5267
"LivePhish, Vol. 18 5/7/94 (The Bomb Factory, Dallas, TX)",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ4W9xm5JIqM0IaTjvZIKxIW,0.101,-0.758,0.0069,-0.084,0.0229,0.218,-0.285
"LivePhish, Vol. 4 6/14/00 (Drum Logos, Fukuoka, Japan)",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ4Of7OZ4ZSLZR0nGprYDSFF,-0.032,-13.442,0.0005,-0.168,0.0195,-0.023,-0.147
"LivePhish, Vol. 5 7/8/00 (Alpine Valley Music Theater, East Troy, WI)",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ1wsWCi3LJBsfSpdp1phoNJ,0.082,-8.617,0.0052,-0.193,0.0179,0.01,-0.002
"LivePhish, Vol. 7 8/14/93 (World Music Theatre, Tinley Park, IL)",Walk Away,Phish,1WJBZ1imWH0htikPnrl6bQ0G7SSXSRuybT7zsN84OGJD,-0.005,6.021,0.0083,-0.068,0.0066,0.138,-0.4624
"Live Phish: 10/26/10 Verizon Wireless Arena, Manchester, NH",Walls of the Cave,Phish,4woOgga4VlB4igYS9jhaTp4BWo0W6mgYA0rGEhYGGTtW,0.266,10.183,0.0184,-0.078,-0.1991,0.112,-0.3237
"Live Phish: 8/13/10 Verizon Wireless Music Center, Noblesville, IN",Walls of the Cave,Phish,4woOgga4VlB4igYS9jhaTp4LfeL23uCVVHRI8W3bAlWk,0.198,8.0,0.0081,-0.059,-0.1987,-0.009,-0.3105
"LivePhish 2/28/03 (Nassau Coliseum, Uniondale, NY)",Walls of the Cave,Phish,4woOgga4VlB4igYS9jhaTp0R9AXI8FJWFpnUzIQsVlJk,0.184,-0.901,0.0038,-0.082,-0.065,0.169,0.006
"LivePhish 7/15/03 (USANA Amphitheatre, West Valley City, UT)",Walls of the Cave,Phish,4woOgga4VlB4igYS9jhaTp239WkFrhwNJ9czS1CRyXl9,0.146,9.384,0.0226,-0.081,-0.015,0.252,0.155
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Waste,Phish,1590B23fwkH44BLn6aZw5N1CiX6XjYpyb2P4VHnRz7Ay,0.061,12.406,-0.0084,-0.006,-0.0003,0.072,-0.5496
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Waste,Phish,6dKntZwVJx0QLX6IM19gC71CiX6XjYpyb2P4VHnRz7Ay,0.371,14.856,0.0023,-0.216,-0.0007,0.092,-0.5596
LivePhish 04/02/98,Waste,Phish,1590B23fwkH44BLn6aZw5N7H0wSQQhE38Yp2BWBMNTh4,-0.188,-71.118,-0.0109,0.062,0.0008,0.093,0.274
LivePhish 04/02/98,Waste,Phish,6dKntZwVJx0QLX6IM19gC77H0wSQQhE38Yp2BWBMNTh4,0.122,-68.668,-0.0002,-0.148,0.0004,0.113,0.264
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Waste,Phish,1590B23fwkH44BLn6aZw5N6CV0QiQzSsV4YNQKhM5SFp,-0.365,-71.585,-0.0108,0.173,-0.0003,-0.005,0.046
"LivePhish, Vol. 12 8/13/96 (Deer Creek Music Center, Noblesville, IN)",Waste,Phish,6dKntZwVJx0QLX6IM19gC76CV0QiQzSsV4YNQKhM5SFp,-0.055,-69.135,-0.0001,-0.037,-0.0007,0.015,0.036
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water In The Sky,Phish,0zPMccKQapHZsPiUrKBnbI1Y2Gwqw6nmke6dHL4307mx,-0.158,-3.98,0.0006,0.014,0.0691,0.027,0.55
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water In The Sky,Phish,1zqDvG6gs65Gl7LRUrZu801Y2Gwqw6nmke6dHL4307mx,-0.029,-3.31,-0.0001,0.066,0.0631,0.316,0.071
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water In The Sky,Phish,3iVVUrFpCbFO7xhbr7uZ2y1Y2Gwqw6nmke6dHL4307mx,-0.326,-5.74,-0.0002,0.158,0.0683,0.047,0.62
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water In The Sky,Phish,63H2T0glfR9BJOEU9NTUkA1Y2Gwqw6nmke6dHL4307mx,-0.605,-10.647,-0.0108,0.236,0.0664,0.384,0.783
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Water In The Sky,Phish,0zPMccKQapHZsPiUrKBnbI2v79r7BWtK2jMYzQdz9r6N,0.111,7.01,0.001,-0.176,0.3259,-0.169,0.435
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Water In The Sky,Phish,1zqDvG6gs65Gl7LRUrZu802v79r7BWtK2jMYzQdz9r6N,0.24,7.68,0.0003,-0.124,0.3199,0.12,-0.044
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Water In The Sky,Phish,3iVVUrFpCbFO7xhbr7uZ2y2v79r7BWtK2jMYzQdz9r6N,-0.057,5.25,0.0002,-0.032,0.3251,-0.149,0.505
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Water In The Sky,Phish,63H2T0glfR9BJOEU9NTUkA2v79r7BWtK2jMYzQdz9r6N,-0.336,0.343,-0.0104,0.046,0.3232,0.188,0.668
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Water In The Sky,Phish,0zPMccKQapHZsPiUrKBnbI559DYuxO9AKCPC67SvP8nF,0.139,3.686,-0.0022,-0.163,0.5159,-0.125,0.326
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Water In The Sky,Phish,1zqDvG6gs65Gl7LRUrZu80559DYuxO9AKCPC67SvP8nF,0.268,4.356,-0.0029,-0.111,0.5099,0.164,-0.153
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Water In The Sky,Phish,3iVVUrFpCbFO7xhbr7uZ2y559DYuxO9AKCPC67SvP8nF,-0.029,1.926,-0.003,-0.019,0.5151,-0.105,0.396
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Water In The Sky,Phish,63H2T0glfR9BJOEU9NTUkA559DYuxO9AKCPC67SvP8nF,-0.308,-2.981,-0.0136,0.059,0.5132,0.232,0.559
"LivePhish 12/30/97 Madison Square Garden, New York, NY",Water in the Sky,Phish,21t0M7q4VA7LKIJNJUOwYC1Y2Gwqw6nmke6dHL4307mx,-0.418,-7.24,0.0031,0.141,-0.2908,-0.009,0.565
"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",Water in the Sky,Phish,21t0M7q4VA7LKIJNJUOwYC2v79r7BWtK2jMYzQdz9r6N,-0.149,3.75,0.0035,-0.049,-0.034,-0.205,0.45
"LivePhish, Vol. 8 7/10/99 (E Centre, Camden, NJ)",Water in the Sky,Phish,21t0M7q4VA7LKIJNJUOwYC559DYuxO9AKCPC67SvP8nF,-0.121,0.426,0.0003,-0.036,0.156,-0.161,0.341
"Phish: 12/30/2015 Madison Square Garden, New York, NY",Waves,Phish,64oy8P1TGrIzMlSiUFiliX28u5CQd9XSutqgtSJvmBjT,-0.084,-68.394,0.0087,-0.009,0.353,-0.149,-0.094
Hampton Comes Alive,Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t54gL84gKYdLT1Fna27QYZ83,0.005,24.795,-0.0158,-0.077,0.605,0.144,0.5094
Hampton Comes Alive,Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e4gL84gKYdLT1Fna27QYZ83,0.211,17.614,-0.0104,-0.003,-0.073,0.452,0.053
Hampton Comes Alive,Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc4gL84gKYdLT1Fna27QYZ83,-0.009,20.911,0.001,-0.155,0.197,0.112,0.5321
Hampton Comes Alive,Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG4gL84gKYdLT1Fna27QYZ83,0.23,39.33,0.0258,-0.269,0.133,-0.075,-0.168
Hampton Comes Alive,Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL4gL84gKYdLT1Fna27QYZ83,0.239,20.713,0.0266,-0.218,0.027,-0.026,0.064
Hampton Comes Alive,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB4gL84gKYdLT1Fna27QYZ83,0.114,8.285,0.0179,0.013,-0.139,0.034,0.05
Hampton Comes Alive,Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq4gL84gKYdLT1Fna27QYZ83,0.109,90.745,0.0254,-0.17,-0.231,-0.127,-0.184
Hampton Comes Alive,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO4gL84gKYdLT1Fna27QYZ83,0.028,21.319,0.0147,-0.102,-0.035,0.026,-0.069
Hampton Comes Alive,Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw4gL84gKYdLT1Fna27QYZ83,0.057,14.901,0.0191,-0.173,0.565,0.138,-0.157
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t52XIMgz5pJMjkFbXvDSAX9g,0.034,4.451,0.1429,-0.105,-0.067,-0.189,-0.0935
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e2XIMgz5pJMjkFbXvDSAX9g,0.24,-2.73,0.1483,-0.031,-0.745,0.119,-0.5499
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc2XIMgz5pJMjkFbXvDSAX9g,0.02,0.567,0.1597,-0.183,-0.475,-0.221,-0.0708
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG2XIMgz5pJMjkFbXvDSAX9g,0.259,18.986,0.1845,-0.297,-0.539,-0.408,-0.7709
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL2XIMgz5pJMjkFbXvDSAX9g,0.268,0.369,0.1853,-0.246,-0.645,-0.359,-0.5389
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB2XIMgz5pJMjkFbXvDSAX9g,0.143,-12.059,0.1766,-0.015,-0.811,-0.299,-0.5529
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq2XIMgz5pJMjkFbXvDSAX9g,0.138,70.401,0.1841,-0.198,-0.903,-0.46,-0.7869
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO2XIMgz5pJMjkFbXvDSAX9g,0.057,0.975,0.1734,-0.13,-0.707,-0.307,-0.6719
"Live Phish: 7/4/10 Verizon Wireless At Encore Park, Alpharetta, GA",Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw2XIMgz5pJMjkFbXvDSAX9g,0.086,-5.443,0.1778,-0.201,-0.107,-0.195,-0.7599
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t554aC3QxpFYmHfWDj3EJvYR,0.01,-0.036,-0.0075,0.074,-0.0781,-0.012,-0.0729
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e54aC3QxpFYmHfWDj3EJvYR,0.216,-7.217,-0.0021,0.148,-0.7561,0.296,-0.5293
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc54aC3QxpFYmHfWDj3EJvYR,-0.004,-3.92,0.0093,-0.004,-0.4861,-0.044,-0.0502
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG54aC3QxpFYmHfWDj3EJvYR,0.235,14.499,0.0341,-0.118,-0.5501,-0.231,-0.7503
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL54aC3QxpFYmHfWDj3EJvYR,0.244,-4.118,0.0349,-0.067,-0.6561,-0.182,-0.5183
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB54aC3QxpFYmHfWDj3EJvYR,0.119,-16.546,0.0262,0.164,-0.8221,-0.122,-0.5323
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq54aC3QxpFYmHfWDj3EJvYR,0.114,65.914,0.0337,-0.019,-0.9141,-0.283,-0.7663
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO54aC3QxpFYmHfWDj3EJvYR,0.033,-3.512,0.023,0.049,-0.7181,-0.13,-0.6513
"Live Phish: 8/6/10 Greek Theatre, Berkeley, CA",Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw54aC3QxpFYmHfWDj3EJvYR,0.062,-9.93,0.0274,-0.022,-0.1181,-0.018,-0.7393
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t52OK1lq21DyvUwRzA88uuoQ,-0.127,13.768,-0.0307,-0.029,0.637,0.144,0.2014
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e2OK1lq21DyvUwRzA88uuoQ,0.079,6.587,-0.0253,0.045,-0.041,0.452,-0.255
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc2OK1lq21DyvUwRzA88uuoQ,-0.141,9.884,-0.0139,-0.107,0.229,0.112,0.2241
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG2OK1lq21DyvUwRzA88uuoQ,0.098,28.303,0.0109,-0.221,0.165,-0.075,-0.476
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL2OK1lq21DyvUwRzA88uuoQ,0.107,9.686,0.0117,-0.17,0.059,-0.026,-0.244
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB2OK1lq21DyvUwRzA88uuoQ,-0.018,-2.742,0.003,0.061,-0.107,0.034,-0.258
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq2OK1lq21DyvUwRzA88uuoQ,-0.023,79.718,0.0105,-0.122,-0.199,-0.127,-0.492
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO2OK1lq21DyvUwRzA88uuoQ,-0.104,10.292,-0.0002,-0.054,-0.003,0.026,-0.377
Live at Madison Square Garden New Year's Eve 1995,Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw2OK1lq21DyvUwRzA88uuoQ,-0.075,3.874,0.0042,-0.125,0.597,0.138,-0.465
LivePhish 04/03/98,Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t57CjuboegqQx6KPmaF1eXZm,-0.071,1.364,-0.028,0.042,0.691,0.185,0.6384
LivePhish 04/03/98,Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e7CjuboegqQx6KPmaF1eXZm,0.135,-5.817,-0.0226,0.116,0.013,0.493,0.182
LivePhish 04/03/98,Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc7CjuboegqQx6KPmaF1eXZm,-0.085,-2.52,-0.0112,-0.036,0.283,0.153,0.6611
LivePhish 04/03/98,Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG7CjuboegqQx6KPmaF1eXZm,0.154,15.899,0.0136,-0.15,0.219,-0.034,-0.039
LivePhish 04/03/98,Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL7CjuboegqQx6KPmaF1eXZm,0.163,-2.718,0.0144,-0.099,0.113,0.015,0.193
LivePhish 04/03/98,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB7CjuboegqQx6KPmaF1eXZm,0.038,-15.146,0.0057,0.132,-0.053,0.075,0.179
LivePhish 04/03/98,Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq7CjuboegqQx6KPmaF1eXZm,0.033,67.314,0.0132,-0.051,-0.145,-0.086,-0.055
LivePhish 04/03/98,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO7CjuboegqQx6KPmaF1eXZm,-0.048,-2.112,0.0025,0.017,0.051,0.067,0.06
LivePhish 04/03/98,Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw7CjuboegqQx6KPmaF1eXZm,-0.019,-8.53,0.0069,-0.054,0.651,0.179,-0.028
LivePhish 05/08/93,Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t53IKauJ0BPNhi71WbkXCtYz,-0.093,9.665,-0.02,0.005,0.68,0.103,0.2314
LivePhish 05/08/93,Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e3IKauJ0BPNhi71WbkXCtYz,0.113,2.484,-0.0146,0.079,0.002,0.411,-0.225
LivePhish 05/08/93,Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc3IKauJ0BPNhi71WbkXCtYz,-0.107,5.781,-0.0032,-0.073,0.272,0.071,0.2541
LivePhish 05/08/93,Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG3IKauJ0BPNhi71WbkXCtYz,0.132,24.2,0.0216,-0.187,0.208,-0.116,-0.446
LivePhish 05/08/93,Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL3IKauJ0BPNhi71WbkXCtYz,0.141,5.583,0.0224,-0.136,0.102,-0.067,-0.214
LivePhish 05/08/93,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB3IKauJ0BPNhi71WbkXCtYz,0.016,-6.845,0.0137,0.095,-0.064,-0.007,-0.228
LivePhish 05/08/93,Weekapaug Groove,Phish,6WzT3hL6w1cfiXsZViibSq3IKauJ0BPNhi71WbkXCtYz,0.011,75.615,0.0212,-0.088,-0.156,-0.168,-0.462
LivePhish 05/08/93,Weekapaug Groove,Phish,6XzG71XKyywBgBXT0KfvKO3IKauJ0BPNhi71WbkXCtYz,-0.07,6.189,0.0105,-0.02,0.04,-0.015,-0.347
LivePhish 05/08/93,Weekapaug Groove,Phish,73bYKfLynimEWR6v9iSyOw3IKauJ0BPNhi71WbkXCtYz,-0.041,-0.229,0.0149,-0.091,0.64,0.097,-0.435
LivePhish 12/01/95,Weekapaug Groove,Phish,0c33KBv3mlnuerzKK4A2t56TQ0ptfe50pEKjyfAfJFH2,-0.032,-0.945,-0.0249,-0.038,0.467,-0.02,0.4594
LivePhish 12/01/95,Weekapaug Groove,Phish,2bK4PNFcSQSBt3jVhroE8e6TQ0ptfe50pEKjyfAfJFH2,0.174,-8.126,-0.0195,0.036,-0.211,0.288,0.003
LivePhish 12/01/95,Weekapaug Groove,Phish,2hug0YRaKgQ9ayfmTvixcc6TQ0ptfe50pEKjyfAfJFH2,-0.046,-4.829,-0.0081,-0.116,0.059,-0.052,0.4821
LivePhish 12/01/95,Weekapaug Groove,Phish,3YsBY9aUAlqNKuze7RSQtG6TQ0ptfe50pEKjyfAfJFH2,0.193,13.59,0.0167,-0.23,-0.005,-0.239,-0.218
LivePhish 12/01/95,Weekapaug Groove,Phish,60ppXb2fYgLqOCgGot1kpL6TQ0ptfe50pEKjyfAfJFH2,0.202,-5.027,0.0175,-0.179,-0.111,-0.19,0.014
LivePhish 12/01/95,Weekapaug Groove,Phish,68e4lqvY8t8rO4tFFQLkVB6TQ0ptfe50pEKjyfAfJFH2,0.077,-17.455,0.0088,0.052,-0.277,-0.13,0.0
